SMILES,"LogS_1,2-dichloroethane","LogS_1,4-dioxane",LogS_2-butanone,LogS_2-ethoxyethanol,LogS_2-methoxyethanol,LogS_2-propoxyethanol,LogS_DMAc,LogS_DMF,LogS_DMSO,LogS_MTBE,LogS_NMP,LogS_THF,LogS_acetic acid,LogS_acetone,LogS_acetonitrile,LogS_benzene,LogS_chlorobenzene,LogS_chloroform,LogS_cyclohexane,LogS_cyclohexanone,LogS_dichloromethane,LogS_diethyl ether,LogS_ethanol,LogS_ethyl acetate,LogS_ethyl formate,LogS_ethylene glycol,LogS_isobutanol,LogS_isobutyl acetate,LogS_isopentanol,LogS_isopropanol,LogS_isopropyl acetate,LogS_methanol,LogS_methyl acetate,LogS_n-butanol,LogS_n-butyl acetate,LogS_n-heptane,LogS_n-heptanol,LogS_n-hexane,LogS_n-hexanol,LogS_n-octanol,LogS_n-pentanol,LogS_n-pentyl acetate,LogS_n-propanol,LogS_n-propyl acetate,LogS_propylene glycol,LogS_sec-butanol,LogS_tetrachloromethane,LogS_toluene,LogS_transcutol,LogS_water
C[N+](C)(C)CCO.[Cl-],,,,,,,,,,,,,,,,,,,,,,,0.0844264501420686,,,,,,,,,,,,,,,,,,,,-0.5030415111295706,,,,,,,
C[N+](C)(C)CCOC(=O)CCC(=O)O.[Cl-],,,,,,,,,,,,,,,,,,,,,,,-0.8622852770435342,,,,,,,,,,,,,,,,,,,,-1.0956654384272255,,,,,,,
C[N+](C)(C)CCOP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O.[Na+],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1482267843735644
C[N+](C)(C)C[C@H](O)CC(=O)[O-],,,,,,,,,,,,,,-2.840992642975727,,,,,,,,,-0.0905616686897904,,,,,,,-1.4498279939912877,,0.4872748637586012,,,,,,,,,,,,,,,,,,
C[n+]1ccn(CCOCCn2cc[n+](C)c2)c1.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,,,,,,,,,,,,,,-0.0449161545128374,0.2042825127512329,,,,,,,,-3.0938521583160195,,,,,,,,,-2.1331083317761754,,,,,,,,,,,,,,,,,,-1.9340863392365435
C[n+]1ccn(CCOCOCCn2cc[n+](C)c2)c1.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,,,,,,,,0.1832284566191389,0.2244568806865713,,,,,,,,,,,,,,-3.0938521583160195,,,,,,,,,-2.152485383318424,,,,,,,,,,,,,,,,,,-1.8463520940312368
Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,,,,,,,,-2.775393693331664,,,,,,,,,,,,,,,-3.566815797682681,,,-3.285356851396964,,,,-3.2779009050705703,,,,,,,,,,,,,,,,,,,,-4.335350097268892
Cc1[nH]nc2cc([N+](=O)[O-])ccc12,,,,,,,,0.4975264095317854,,,,-0.016154461624372,,-0.2673659557216971,-0.5708732863521058,,,,,,,,-0.8998240605226521,-0.614848355971259,,,,,,,,,,,,,,,,,,,-0.971009772969208,,,,,,,-2.586889225357528
Cc1c(-c2ccccc2)oc2c(C(=O)O)cccc2c1=O,,,,,,,,-0.4614999725796857,,,,-0.5643275560843799,,-1.386179509431723,-2.151604685044823,,,,,,,,-1.5066033391139986,-1.7390926023883313,,,-1.7214667218312305,,,,,-1.7224090465455082,-1.6199733304290516,,-1.969920741142008,,,,,,,,,,,,,,,
Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O.Cl,,,,-2.661967233709016,-2.06738019231982,-2.5758504473436186,,,-2.0546113108855506,,-2.30985091157488,,,,-3.025515947425214,,,,,,,,-2.611847687112366,,,-1.5379317954819107,,,,,,-1.624577676089,,-3.002537754886881,,,,,,,,,-3.0567201292432085,,,,,,,-1.6989890995807864
Cc1c(Br)cccc1C(=O)O,,,,,,,,0.4582094919257557,,,,0.512487244891139,,,-0.9392022618185836,,,,-1.980187553434672,,,,-0.032862244648273,-0.3561536922611298,,,,,,,,-0.0413579113647559,,,,,,,,,,,,,,,,,,-0.8003279837553027
Cc1c(C(=O)/C=C/c2ccccc2)[n+](=O)c2ccccc2n1[O-],,,,,,,,-1.009725520389722,-0.9894439494926196,,,,,,,,,,,,,,-2.5878504420123187,,,,,,,-2.75941845482264,,,,,,,,,,,,,,,,,,,,-3.725571097125271
Cc1c(C(=O)O)cc([N+](=O)[O-])cc1[N+](=O)[O-],,,,,,,,,,,,,,,-0.7918158502694137,,,,-3.742157702282835,,,,-0.021315405394122,-0.5461240290919005,,,,,,-0.7966732222883391,,,,-0.8464622000997003,,,-0.9778644689872604,,-1.035049183442445,,-0.8896189876417614,,-0.7034127104966847,,,-0.8298126902452239,,-0.701434337178691,,-2.885149510665828
Cc1c(C(=O)O)cccc1[N+](=O)[O-],,-0.0302021491460237,-0.1643526112774823,,,,,0.5563204148174983,,,,,,-0.0287019165618249,-0.6823174416725354,,,,,,,,-0.4402165944159791,-0.420324401243465,,,-0.7391300195743078,,,-0.6088457176260769,-0.6957634069256359,-0.2433803688003677,-0.3033008939672004,-0.4591073689369374,-0.6922082863135354,,,,,,,,-0.6563045462604179,-0.5801458070534902,,,,,,
Cc1c(C(N)=O)cc([N+](=O)[O-])cc1[N+](=O)[O-],,-0.1998608695009333,,,,,,,0.557467810719101,,,,,,-0.7090704729734862,,,,-3.7481913361948513,,,,-1.2911018331802333,-1.1277572564506797,,-1.1969567683017366,,,,-1.6413497673370532,,-0.9692659143733292,,-1.816797793563112,,,,,,,,,-1.4634785532775405,,,,,,,-2.608033012658665
Cc1c(Cl)cccc1Nc1ccccc1C(=O)O,,-0.4109294607478231,,,,,,-0.8134152550816132,-0.6871999104470706,,,,,,-2.05380979964353,,,,-3.260164193412133,,,,,-0.9757606316086056,-1.4116969012017302,-2.4989539493229262,,,,,,,,,,,-1.1805978663606485,,-1.2133615869182337,,-1.271778803714675,-1.198333563363731,,,,,,,,
Cc1c(N(C)CS(=O)(=O)[O-])c(=O)n(-c2ccccc2)n1C.O.[Na+],,,,,,,,,,,,,,-2.8663011142758097,,,,,,,,,-1.2594871984325775,-2.990487258305525,,,,,,-2.406402756128699,,-0.1512484629932473,-2.899509444173588,-2.484414833582377,,,,,,,,,-1.831980365153016,,,-2.662316035655281,,,,0.4983869817797822
Cc1c(N)c(=O)n(-c2ccccc2)n1C,,,,,,,,,,,,,,0.8989909012226927,,,,,,,,,0.6814402953974031,-0.0547411232175348,,,,,,0.483758227030504,,0.8646296191988339,,0.2825980753960614,,,,,,,,,0.5482286786111941,,,0.2455202669306912,,,,0.9174022194097282
Cc1c(N)cccc1C(=O)O,,,,,,,,,,,,,,,-2.0214756971939334,,,,,,,,-1.139086843630595,-1.9619026308929304,,,-1.8446147962968489,,,-1.5249191068907362,,-0.8340416644590258,-1.79519725031182,-1.5307442899123331,,,,,,,,,-1.4304811574512168,-2.086170478188943,,-1.6432117103132016,,,,-1.4867795838357638
Cc1c(O)c(=O)ccn1C,,,,,,,,,,,-1.6821370960451223,,,,-2.208825562477269,,,,,,,,-1.6217402474170457,-2.974245716913063,,-0.876995754882742,,,,,,-1.064838747742794,,,,,,,,,,,,,-1.1143637698237363,,,,,-0.8998633111207072
Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2[nH]1,,,-1.3349287808053598,,,,,,,,,,,-1.3720556924186769,-0.9096349406431856,,,,,,,,-0.5053318275001127,-1.6880680609635974,,,-1.057545367680642,-2.0567500125025435,,-1.7891365619960298,,0.0429034368989718,-0.8737793752658727,-1.6289982331193966,-1.9600499758717167,,,,,,-1.677073271257809,,-1.457621467334763,-1.4386336803826163,,,,,,
Cc1c([N+](=O)[O-])c(C)c([N+](=O)[O-])c(C(C)(C)C)c1[N+](=O)[O-],,,,,,,0.298904693413314,,,,,0.1927250269083915,,,,,,,-1.0633424933327256,,,,-1.2719159979372616,0.2834668678243217,,,,,,-1.4520851592070627,,-1.0392603016431683,,-1.3066890819719927,,-1.4687276040535024,,-1.4736775891394174,,,,,,,,,,,,
Cc1c[nH]c(=O)[nH]c1=O,,-1.9238657110970416,-2.8109157567401963,,,,,-0.8584378668312639,,,,,,-2.558546408323084,-2.778815476517856,,,,,,,,-1.9745612936118384,,,,,,,-2.28710568142603,,-1.7209382214308748,,-2.5073078826443087,,,,,,,,,-2.168451462267017,,,,,,,
Cc1cc(=O)[nH]c(=S)[nH]1,,,,,,,,-0.562515497399159,-0.2560685612450006,,-0.6465354444618019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5354863392132128
Cc1cc(=O)c(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)c[nH]1,,,,,,,,,,,,,,,,,,,,,,,-1.9271066952389264,,,,,,,-2.510295957946054,,,,-2.742543754133511,,,,,,,,,-2.3324113771031287,,,,,,,-4.411957043852115
Cc1cc(=O)n(-c2ccccc2)n1C,,,,,,,,,,,,,,-0.0613211491116724,,,,,,,,,0.545341681564811,-0.5001811694719149,,,0.345608454092752,,,0.2510442551573625,,0.8170545612706774,-0.2797641175050017,0.3497044328084285,,,,,,,,,0.4375197918198628,,,,,,,1.1415276584979772
Cc1cc(=O)oc2cc(N)ccc12,,,,,,,,0.197247471294098,,,,,,,,,,,,,,,-1.6762971392855748,,,-1.9246623724941645,,,,-1.7025832308559516,,,,,,,,,,,,,,,,,,,,-2.917946388846552
Cc1cc(C#N)c(Nc2ccccc2[N+](=O)[O-])s1,,,,,,,,,-0.1123959005210954,,,,-1.0677959409008246,-0.4363602478560328,,,,,,,,,-1.7402059962912664,-0.6839511273216408,,,,,,,,-1.5683247058693794,,,,,,,,,,,,,,,,,,
Cc1cc(C(=O)O)ccc1[N+](=O)[O-],,-0.2368078526484126,,,,,,0.0509143169382938,,,0.0310652447352043,,,-0.4956226625638386,-1.2011191760958992,,,,,,,,-0.8235978334439946,-0.8955436419006938,,,,,,-0.8676797180710456,,-0.694975569442097,,-1.0305075276736748,,,,,,,,,-0.9312437368474368,,,,,-0.7354454132875077,,
Cc1cc(C)[nH]n1,,,,,,,,,,,,,,0.0968757688567758,-0.0898908508881908,,,,,,,,0.4475080679153242,-0.0676214683870211,,,,,,0.3082588187636529,,0.5426797507184923,,0.3114031023049738,,,,,,,,,0.355709896736056,,,,,-0.2887726292696891,,
Cc1cc(C)c(C(=O)P(=O)(C(=O)c2c(C)cc(C)cc2C)c2ccccc2)c(C)c1,,,,,,,,,,,,,,,-1.0537237096334915,,,,-1.8301434513247377,,,,-1.1949638543032388,-0.7333905448856288,,,,,,-1.43948745482252,,-1.2366125989247296,,,,,,-1.9379991898743545,,,,,,,,,,,,
Cc1cc(C)c(C(=O)P(=O)(c2ccccc2)c2ccccc2)c(C)c1,,,,,,,,,,,,,,0.3574265353756133,0.3296371060796065,,,,,,,,0.4947875454666674,0.0628932747691665,,,0.3108387536130912,,,0.2070159354584749,,0.7758706102548042,0.2355568139092958,0.3249244282340758,,,,,,,,,0.4316455519596096,,,,,,,
Cc1cc(C)c(S(=O)(=O)NC23CC4CC(CC(C4)C2)C3)c(C)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.692899663438867,,-1.613263527067845,,,,,,,,,,
Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,,,,,,,,,,,,,,-3.707373022940625,,,,-2.758947556020478,,,,,-2.892676102612431,,,,,,,,,-3.6304961876454223,,,,,,,,-2.796691404300412,,,-2.102006812386976,,-1.3962165925946188,,,,,-3.9100584115886017
Cc1cc(C)nc(Nc2ccccc2)n1,,,,,,,,,,,,,,,,,,,-1.0516571935353305,,,,-0.4326953327389331,,,,-0.5828552406356772,,,-0.6719780782098926,,-0.3125996337118193,,-0.447041719836363,,,,,,,,,-0.4413040389458383,,,,,,,
Cc1cc(C)nc([N-]S(=O)(=O)c2ccc(N)cc2)n1.[Na+],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4583862777694589,,,,,0.2073369041656856
Cc1cc(Cl)cc(C(=O)O)c1N,,,,,,,,,,,,,,-0.6150837041758578,-1.5309305678289662,,,,,,,,-0.8556908950912774,-1.1014794284122311,,,,,,-0.9721780657774074,,-1.2246533645736035,,-1.1475379186923134,,,,-2.5808175320621767,,,,,-1.060600926431335,,,,,,,
Cc1cc(Cl)ccc1NS(=O)(=O)c1ccc(N)cc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5668651968455478,,,,,,,,,,-4.1595017942975625
Cc1cc(Cl)ccc1OCC(=O)O,,,,,,,,,,,,,,0.5340883626517249,0.0905695600387153,,,,,,,,0.7224395286534655,0.1716317112359244,0.032413404148571,,0.3460699801939162,,,0.4428094465478581,,,0.2890601819790476,,0.0237765781667536,,,,,,,,0.5145256364297448,0.1030269611151768,,,,-0.8866794636683323,,
Cc1cc(N)ccc1S(=O)(=O)Nc1ccc(Cl)cc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.457405151707447,,-1.6929505454928315,,,,,,,,,,-4.57607662873239
Cc1cc(N)ccc1S(=O)(=O)Nc1ccccc1Cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.085795606135712,,-3.245297441363506,,,,,,,,,,-5.113397489553028
Cc1cc(N)ccc1S(=O)(=O)Nc1ccccc1[N+](=O)[O-],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.6113625605346416,,-3.016219236646416,,,,,,,,,,-4.611973569182314
Cc1cc(N)n(-c2ccccc2)n1,,,-0.1606084433068506,,,,,,,,,,,,0.5060579342977867,,,,,,,,0.2319470506684066,,,,,,,-0.0248690407488864,,0.4337004750884565,,,,,,,,,,,0.089178915333454,,,,,,,
Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.215200504740746,,,,,,,,,,-2.8258636658696896
Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O,,,,,,,,,,,,,,,,,,,,,,,-2.717488284980491,,,,,,,,,,,,,,,,,-1.7641700213955984,,,,,,,,,,-5.478261073732747
Cc1cc([N+](=O)[O-])ccc1N,,,0.1565373427924382,,,,,,,,,,,0.2094207158606665,-0.0396846479689826,,,,-3.4447072700165595,,,,-0.6926736271302365,0.0046283926169659,,,,,,-0.9863375464608846,,-0.4849199261518013,,-1.0233030420846738,,,,,,,,,-0.854030246471653,,,,,-1.5696917548524978,,
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,,,,,,,,,,,-0.1825515887546964,,,,,,,,,,,,,,,,,,,-0.9500372219551512,,,,,,,,,,,,,,,,,,,,-5.389556676868171
Cc1ccc(-c2ccccc2C#N)cc1,,,,,,,,,,,,,,,,,,,,,,,-0.1350638978883172,0.8549892000316637,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0152207198280818,,,,,,,,,,,,,-0.058694834893846,,,,,-3.058713582746454
Cc1ccc(-n2c(=S)sc3c(=O)n(CC(=O)NCC(O)(Cn4cncn4)c4ccc(F)cc4F)cnc32)cc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.722327780578346,,,,,,,,,,
Cc1ccc(C(=O)O)cc1,,,,,,,,,,,,,-0.0096087972632493,,,,,,,,,,,,,,,,,,,-0.2357043698739806,,,,,,,,-0.3985282516267985,,,,,,,,,,
Cc1ccc(C(C)C)c(O)c1,,,,,,,,,,,,,,,1.6139962295458612,,,,,,,,1.3341264073486572,,,,,,,1.2101690667216431,,1.5480183282320863,,1.0360752674115374,,,,,,,,,1.1350088775188558,,,,,,,-2.18498407154998
Cc1ccc(C(C)C)cc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.575674006634662
Cc1ccc(C(C)C)cc1O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.098492293624924
Cc1ccc(C)c(O)c1,,,,,,,,,,,,,,,,,,,,,,,,0.9958929720087284,,,,,,,,1.107956494223213,,0.8252045610387477,,,,,0.6874905390088697,,,,,,,,,,,
Cc1ccc(C)cc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.838604658644533
Cc1ccc(CO)cc1,0.819503192893724,,,,,,,,,,,,,0.928405966307488,1.0329802722262014,,,,,,1.1968823311862633,,1.018595603421039,0.7757200634015239,0.7330912544543409,,0.8083074790961137,,,0.9142148048063848,,-0.7656815333262507,,0.8341853917972498,,,,,,,,,0.9466167970769708,,,,,,,
Cc1ccc(Cl)cc1NS(=O)(=O)c1ccc(N)cc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.650871223421144,,-2.0127724321559466,,,,,,,,,,-4.467022844922907
Cc1ccc(Cl)cc1Nc1nc(CC(C)O)ns1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.646458910917826,,-0.5090160801748087,,,,,,,,,,
Cc1ccc(N)c([N+](=O)[O-])c1,-0.2053292218128903,-0.1492269611286042,0.3351712292981029,,,,,0.3271037173008763,,,,,,,-0.0479470878707811,,-0.5762138846614406,,,,,,-0.5772181937987328,0.0863088143408296,,,,,,-0.6691235204768358,,-0.4775626960382186,,-0.6586533511335309,,,,,,,,,-0.6334472060371624,,,,-1.3727985402859753,-0.7290075807843229,,
Cc1ccc(N=C2SCC3CCCN2C3)cc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5963111590482932,,0.0312730451368866,,,,,,,,,,
Cc1ccc(N=C2SCC3CCCN2C3)cc1Cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.264971455943257,,-1.7125023807243391,,,,,,,,,,
Cc1ccc(N=C2[Se]CC3CCCN2C3)cc1Cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.3868630067223338,,,,,,,,,,,,
Cc1ccc(NC(=O)/C(=C/Cl)Sc2ccccc2)cc1,-0.0812064404377236,,-0.2050521219536684,,,,,,,-1.0534935835237964,,0.2186720429461017,,-0.2891399535728672,-0.7817175911304785,,,,,,,,,-0.4560842563816107,,,,,,-1.3909442209041945,,,-0.4400611093774509,,,,,,,,,,,,,,,-0.5898986334059448,,
Cc1ccc(NC(=O)C(C)Cl)cc1,,,0.1644337385564952,,,,,,,,,,,0.109345669667116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9227238549503154,,
Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,,,,,,,,,,,,,,-2.1179132458567427,-3.1649780823630063,,,,,,,,,-2.680811917387097,,,,,,,,,,,,,,,,,,,-1.9842126259610653,,,,,-1.874810277985573,,
Cc1ccc(NC2=NCCC3(CCCCC3)S2)cc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.6689809898405645,,,,,,,,,,,,
Cc1ccc(NC2=NCCC3(CCCCC3)S2)cc1Cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.181758454473067,,,,,,,,,,,,
Cc1ccc(NS(=O)(=O)c2ccc(N)cc2)c(Cl)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.73361250172577,,-2.0736992052892247,,,,,,,,,,-4.407798816948999
Cc1ccc(NS(=O)(=O)c2ccc(N)cc2)cc1Cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5068340592891163,,,,,,,,,,-5.1560417503353895
Cc1ccc(NS(=O)(=O)c2ccc([N+](=O)[O-])cc2)nc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.671003918603002,,,,,,,,,,-4.204260837693646
Cc1ccc(Nc2nc(CC(C)O)ns2)cc1Cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.611142370707709,,-1.110028377756043,,,,,,,,,,
Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,,,,,,,,,,,,,,,-4.232827419041621,,,,,,,,-3.759986788671698,-4.083922815601231,,,,,,-3.807737384779234,,,,-3.7973071996636114,,,,,,,,,-3.751301754330572,,,,,,,
Cc1ccc(O)cc1C,,,,,,,,,,,,,,,,,,,,,,,,1.075979308412126,,,,,,,,1.3591340003064072,,1.058703721805759,,,,,0.8975284582946069,,,,,,,,,,,
Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,,,,,,,,0.0180675105320862,,,,-0.3929887235909723,,-0.7100918753268065,-1.2154531052864592,,,0.018800033190911,,-0.7500118909738388,,,-1.6285069029647918,-1.594921628825379,-1.343140577312546,,-2.0034261973047283,,,-2.015383345897213,,-1.272231452887014,-1.2761528082145592,-1.8708416076239285,,,,,,,,,-1.7630885598412784,,,-1.935665427882946,,-2.223843299926516,,
Cc1ccc(S(=O)(=O)NCl)cc1.[Na],,,,,,,,,,,,,,,,,,,,,,,-0.3252059255175096,,,,,,,,,,,,,,,,,,,,-0.9001960884720246,,,-1.454000962497225,,,,-0.1937425614646352
Cc1ccc(S(=O)(=O)O)cc1.Cc1ccc(S(=O)(=O)O)cc1.OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,,,,,,,,,,,,,,,,,,,,,,,-1.9719685475331807,,,,-2.5077558177695254,,,-2.5451031386172285,,-1.3423931673884897,,-2.5960776432935293,,,,,,,,,-2.251455006694885,,,-2.790181915791248,,,,
Cc1ccc(S(=O)(=O)[O-])cc1.c1ccc2sc[nH+]c2c1,,,,,,,,,,,,,,,,,,,,,,,-0.6968538709362767,,,,-1.1343097709411158,,,-1.0032372947952246,,-0.0732933349290694,,-1.1166527073471946,,,,,,,,,-0.9657935394631528,,,,,,,
Cc1ccc(S(=O)(=O)[O-])cc1Cl.[Na+],,,,,,,,-0.5578287995701832,0.1219151635566496,,,,,,,,,,,,,,,,,,,,,,,-0.9548106620487852,,,,,,,,,,,,,,,,,,-0.5294976882731044
Cc1ccc(S(=O)[O-])cc1.[Na+],,,,,,,,-1.3228313821445006,,,,,,-2.0399786683709578,-2.605967313545324,,,,,,,,-1.226709145846521,,,,,,,-1.914767288390816,,0.1236628113265271,,-2.3280111538249284,,,,,,,,,-1.3525831443217131,,,,,,,0.1901329919314785
Cc1ccc(S(C)(=O)=O)cc1,,,,,,,,0.5331529062954673,,,,,,0.4523722335993796,0.5438393598970849,,,,,,,,-0.502622499831555,0.0709224618353449,,,,,,-0.8370589000947676,,-0.1445485894499515,,-0.8589417928577774,,,,,,,,,-0.6638309024873836,,,,,,,
Cc1ccc(S(N)(=O)=O)cc1,,,,,,,,,,,,,,0.4239753210492935,0.1707870580626441,,,,,0.2548029983406398,-0.9558702358896632,,-0.2589375373276876,-0.233888043260131,-0.2960020806415859,,-0.9465757332147222,,-0.9775964973012572,-0.654394454812848,,0.1523529091409049,0.0087491024625467,-0.7839328918541553,,,,,,,-0.9225292267790602,,-0.6039777204957244,,,,,,,
Cc1ccc([N+](=O)[O-])c(C(=O)O)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.140376161472404,,,,,,,0.3411244495381942,,,,,,,,,,,,0.3935172253969363,,,,
Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)[O-].[Na+],,,,,0.0682469067374021,,,,,,,,,,,,,,,,,,-1.498149605664785,,,-0.1459877807577991,,,,,,-0.4022677196520807,,,,,,,,,,,,,,,,,,-0.4655348286906344
Cc1ccc2c(c1)C(=O)OC2=O,,,,,,,,,,,,,,0.5474366047014033,0.581167090197437,,,,-1.6429928458354868,,,,,,,,,,,,,,0.6536073134577883,,-0.5033357732742003,-1.809299392349484,,,,,,,,,,,-0.8762186784178043,0.0668429937424012,,
Cc1ccc2cc(Br)ccc2n1,,,,,,,,-0.9441541763984144,,,,,,-0.8265818095845768,-0.727247471486018,,,,,,,,-1.5872609196904903,-0.9176093684649884,,,,,,-1.3767041023233422,,-2.0371836238094585,,,,,,,,,,,-1.3027454181444018,,,,,-0.9018143207566142,,-3.202944833350238
Cc1ccc2cc(C)ccc2c1,,,,,,,,,,,,,,,,,,,-0.543427962092164,,,,,-0.2742653927501366,,,,,,-1.0238595966757331,,,,,,-0.5951947009072589,,,,,,,,-0.2273252756226297,,,,,,
Cc1ccc2ccccc2c1,,1.3382584118582277,,,,,,,,,,,,1.106181399423176,,,,,,,,,0.4723523234210306,,,-0.7583420883067934,,,,0.3032587828562352,,,,0.4969389643927404,1.447016173752339,1.2576942596646714,,0.9708260582112616,,,,,,,,,,,,
Cc1ccc[n+](CCCC[n+]2cccc(C)c2)c1.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,,,-1.43494414925253,,,,,,,,,,,,,,,,,-2.492891107687285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.779289792568998
Cc1ccc[n+](C[n+]2cccc(C)c2)c1.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,,,-2.2849088296008224,,,,,,,,,,,-1.4126155649234182,,,,,,-2.932642062212396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.913893108831448
Cc1cccc(C(=O)O)c1,,,,,,,,,,,,,,,,,,,,,,,0.4752020168374927,,,,0.1440900509368043,,,0.3015295359832527,,0.4558418568020666,,0.2307647250554625,,,,,,0.1246057458049681,,,0.4119202983477454,,,,,,,
Cc1cccc(C(=O)O)c1N,,0.1910395182712781,0.0281925574053527,,,,,,,,,,,0.1842171361537963,-0.1120896436641247,,,,-2.8481482898648864,,,,-0.297686926342023,-0.2989823469096963,,,,,,-0.6454991048854899,,-0.0920640463475311,,-0.6268624411854109,,,,,,,,,-0.4627825628975727,,,,,-1.653474046961597,,
Cc1cccc(C(=O)O)c1[N+](=O)[O-],,-0.4037306677924643,,,,,,,,,-0.7485313351782571,,,-0.3879828835380225,-0.9461100066350756,,,,,,,,-0.6455549066553725,-0.9508930444500712,,,-0.9544747290451616,,,-0.8358543577424467,,-0.5218109849873817,,,,,,,,,,,-0.8885152638236486,,,,,,,
Cc1cccc(C)c1NC(=O)CN(C)C.Cl,,,,,,,,,,,,,,-0.1436162361844732,,,,,,,,,0.409341856209416,,,,0.2817011723270702,,,0.3289391666979434,,,0.0410804754401308,0.2135853752481678,,,,,,,,,0.4685977529015628,,,,,,,0.7389584123787349
Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1,,,,,,,,,,,,,-1.2690609775347466,,,,,,,,,,-1.7847013908403078,,,-2.8711734087460488,-1.9954753452693923,,,-2.0194193564243665,,-1.7677593935801368,,-1.77347634633945,,,,,,-1.797363671396447,,,-1.7397210863166732,,-2.4439969948728644,,,,,
Cc1cccc(Nc2ccccc2C(=O)O)c1C,,,,,,,0.1738190279971299,-0.6483778729311723,,,,,,-1.134456059716134,,,,,-2.081713006553434,,,,-1.4888005122092731,-1.400652121562688,,,,,,-1.5841012472268905,,,,,,-2.126713610032374,,-2.0047115282304486,,,,,,,,,,,,
Cc1cccc(Nc2nc(CC(C)O)ns2)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.7200835776092096,,-0.761510467917343,,,,,,,,,,
