SMILES,LogS_acetone,LogS_acetonitrile,LogS_ethanol,LogS_ethyl acetate,LogS_isopropanol,LogS_methanol,LogS_n-butanol,LogS_n-propanol,LogS_water
Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O,,,-2.717488284980491,,,,,,-5.478261073732747
Cc1cc([N+](=O)[O-])ccc1N,0.2094207158606665,-0.0396846479689826,-0.6926736271302365,0.0046283926169659,-0.9863375464608846,-0.4849199261518013,-1.0233030420846738,-0.854030246471653,
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,,,,,-0.9500372219551512,,,,-5.389556676868171
Cc1ccc(-c2ccccc2C#N)cc1,,,-0.1350638978883172,0.8549892000316637,,,,,
Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,,,,,,-0.0152207198280818,,,-3.058713582746454
Cc1ccc(-n2c(=S)sc3c(=O)n(CC(=O)NCC(O)(Cn4cncn4)c4ccc(F)cc4F)cnc32)cc1,,,,,,,,,
Cc1ccc(C(=O)O)cc1,,,,,,-0.2357043698739806,,,
Cc1ccc(C(C)C)c(O)c1,,1.6139962295458612,1.3341264073486572,,1.2101690667216431,1.5480183282320863,1.0360752674115374,1.1350088775188558,-2.18498407154998
Cc1ccc(C(C)C)cc1,,,,,,,,,-3.575674006634662
Cc1ccc(C(C)C)cc1O,,,,,,,,,-2.098492293624924
Cc1ccc(C)c(O)c1,,,,0.9958929720087284,,1.107956494223213,0.8252045610387477,,
Cc1ccc(C)cc1,,,,,,,,,-2.838604658644533
Cc1ccc(CO)cc1,0.928405966307488,1.0329802722262014,1.018595603421039,0.7757200634015239,0.9142148048063848,-0.7656815333262507,0.8341853917972498,0.9466167970769708,
Cc1ccc(Cl)cc1NS(=O)(=O)c1ccc(N)cc1,,,,,,,,,-4.467022844922907
Cc1ccc(Cl)cc1Nc1nc(CC(C)O)ns1,,,,,,,,,
Cc1ccc(N)c([N+](=O)[O-])c1,,-0.0479470878707811,-0.5772181937987328,0.0863088143408296,-0.6691235204768358,-0.4775626960382186,-0.6586533511335309,-0.6334472060371624,
Cc1ccc(N=C2SCC3CCCN2C3)cc1,,,,,,,,,
Cc1ccc(N=C2SCC3CCCN2C3)cc1Cl,,,,,,,,,
Cc1ccc(N=C2[Se]CC3CCCN2C3)cc1Cl,,,,,,,,,
Cc1ccc(NC(=O)/C(=C/Cl)Sc2ccccc2)cc1,-0.2891399535728672,-0.7817175911304785,,-0.4560842563816107,-1.3909442209041945,,,,
Cc1ccc(NC(=O)C(C)Cl)cc1,0.109345669667116,,,,,,,,
Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,-2.1179132458567427,-3.1649780823630063,,-2.680811917387097,,,,-1.9842126259610653,
Cc1ccc(NC2=NCCC3(CCCCC3)S2)cc1,,,,,,,,,
Cc1ccc(NC2=NCCC3(CCCCC3)S2)cc1Cl,,,,,,,,,
Cc1ccc(NS(=O)(=O)c2ccc(N)cc2)c(Cl)c1,,,,,,,,,-4.407798816948999
Cc1ccc(NS(=O)(=O)c2ccc(N)cc2)cc1Cl,,,,,,,,,-5.1560417503353895
Cc1ccc(NS(=O)(=O)c2ccc([N+](=O)[O-])cc2)nc1,,,,,,,,,-4.204260837693646
Cc1ccc(Nc2nc(CC(C)O)ns2)cc1Cl,,,,,,,,,
Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,,-4.232827419041621,-3.759986788671698,-4.083922815601231,-3.807737384779234,,-3.7973071996636114,-3.751301754330572,
Cc1ccc(O)cc1C,,,,1.075979308412126,,1.3591340003064072,1.058703721805759,,
Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,-0.7100918753268065,-1.2154531052864592,-1.6285069029647918,-1.594921628825379,-2.015383345897213,-1.272231452887014,-1.8708416076239285,-1.7630885598412784,
Cc1ccc(S(=O)(=O)NCl)cc1.[Na],,,-0.3252059255175096,,,,,-0.9001960884720246,-0.1937425614646352
Cc1ccc(S(=O)(=O)O)cc1.Cc1ccc(S(=O)(=O)O)cc1.OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,,,-1.9719685475331807,,-2.5451031386172285,-1.3423931673884897,-2.5960776432935293,-2.251455006694885,
Cc1ccc(S(=O)(=O)[O-])cc1.c1ccc2sc[nH+]c2c1,,,-0.6968538709362767,,-1.0032372947952246,-0.0732933349290694,-1.1166527073471946,-0.9657935394631528,
Cc1ccc(S(=O)(=O)[O-])cc1Cl.[Na+],,,,,,-0.9548106620487852,,,-0.5294976882731044
Cc1ccc(S(=O)[O-])cc1.[Na+],-2.0399786683709578,-2.605967313545324,-1.226709145846521,,-1.914767288390816,0.1236628113265271,-2.3280111538249284,-1.3525831443217131,0.1901329919314785
Cc1ccc(S(C)(=O)=O)cc1,0.4523722335993796,0.5438393598970849,-0.502622499831555,0.0709224618353449,-0.8370589000947676,-0.1445485894499515,-0.8589417928577774,-0.6638309024873836,
Cc1ccc(S(N)(=O)=O)cc1,0.4239753210492935,0.1707870580626441,-0.2589375373276876,-0.233888043260131,-0.654394454812848,0.1523529091409049,-0.7839328918541553,-0.6039777204957244,
Cc1ccc([N+](=O)[O-])c(C(=O)O)c1,,,,,,,0.3411244495381942,,
Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)[O-].[Na+],,,-1.498149605664785,,,-0.4022677196520807,,,-0.4655348286906344
Cc1ccc2c(c1)C(=O)OC2=O,0.5474366047014033,0.581167090197437,,,,,,,
Cc1ccc2cc(Br)ccc2n1,-0.8265818095845768,-0.727247471486018,-1.5872609196904903,-0.9176093684649884,-1.3767041023233422,-2.0371836238094585,,-1.3027454181444018,-3.202944833350238
Cc1ccc2cc(C)ccc2c1,,,,-0.2742653927501366,-1.0238595966757331,,,,
Cc1ccc2ccccc2c1,1.106181399423176,,0.4723523234210306,,0.3032587828562352,,0.4969389643927404,,
Cc1ccc[n+](CCCC[n+]2cccc(C)c2)c1.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,,,,,,,,,-3.779289792568998
Cc1ccc[n+](C[n+]2cccc(C)c2)c1.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,-1.4126155649234182,,,,,,,,-2.913893108831448
Cc1cccc(C(=O)O)c1,,,0.4752020168374927,,0.3015295359832527,0.4558418568020666,0.2307647250554625,0.4119202983477454,
Cc1cccc(C(=O)O)c1N,0.1842171361537963,-0.1120896436641247,-0.297686926342023,-0.2989823469096963,-0.6454991048854899,-0.0920640463475311,-0.6268624411854109,-0.4627825628975727,
Cc1cccc(C(=O)O)c1[N+](=O)[O-],-0.3879828835380225,-0.9461100066350756,-0.6455549066553725,-0.9508930444500712,-0.8358543577424467,-0.5218109849873817,,-0.8885152638236486,
Cc1cccc(C)c1NC(=O)CN(C)C.Cl,-0.1436162361844732,,0.409341856209416,,0.3289391666979434,,0.2135853752481678,0.4685977529015628,0.7389584123787349
Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1,,,-1.7847013908403078,,-2.0194193564243665,-1.7677593935801368,-1.77347634633945,-1.7397210863166732,
Cc1cccc(Nc2ccccc2C(=O)O)c1C,-1.134456059716134,,-1.4888005122092731,-1.400652121562688,-1.5841012472268905,,,,
Cc1cccc(Nc2nc(CC(C)O)ns2)c1,,,,,,,,,
Cc1cccc([N+](=O)[O-])c1N,0.4318799719827609,0.1926236980535114,-0.5264276308246079,0.1896002022194329,-0.7081016336093968,-0.5056250283514617,,-0.6012019260450017,
Cc1cccc2sc(NN)nc12,-0.5490689732623208,,-1.457865021728523,-1.0584879714746496,-1.51137946118729,-1.4279044145955495,-1.4429068937342235,-1.438259374621527,-2.9641477665623186
Cc1ccccc1,,,,,,,,,-2.2064772411673683
Cc1ccccc1C(=O)O,,0.9367802666158196,,,,,,,
Cc1ccccc1S(N)(=O)=O,0.1660788551968175,-0.0752852611914072,-0.2865520526510079,-0.2120849027505397,-0.481901962892262,-0.0590566183030544,-0.5395595772812898,-0.42354609872175,
Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,,-1.4161138158430726,-3.3282666847851687,,,,,-2.623353723574755,-4.129306969854257
Cc1ccnc([N-]S(=O)(=O)c2ccc(N)cc2)n1.[Na+],,,,,,,,,0.0135549701070805
Cc1cnc(C(=O)O)c[n+]1[O-],-1.5688186001304818,-1.732773923445165,,,,-1.1520649821538285,,,-0.8326718441198382
Cc1cnc(C(=O)O)cn1,-3.783553920584144,-4.057207298364128,-3.471554365590229,-4.115466169312803,-3.75010950392476,-3.414406268771576,-3.744175286061795,-3.613771744965763,-3.488512189182849
Cc1cnc(N)s1,0.0483006275782945,-0.0494741110585484,0.1350456410120487,-0.0552475741258477,-0.1209568737887641,0.3670959187310178,,-0.087654527091341,
Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,,,-3.115702210908219,-2.4006355471428624,,-3.00297013758308,,,-3.6305751241841793
Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,-1.0689109564510035,,-1.6775382385269035,-1.413509766828127,,-1.8880616572242943,,,
Cc1nc(C)c(C)nc1C,0.2071194502194862,0.0753357539301027,0.4023738592480556,0.3532777925822564,0.2306547145797533,0.7734011325284744,0.4508919123205175,0.4831417286311081,
Cc1nc(CCl)nc2ccccc12,0.498343774131656,0.3072784750396041,0.2653567874295199,0.3324849599692105,0.0251637857976852,,-0.0156692169475119,0.4013322959675894,
Cc1nc(N)nc(N)n1,,-2.571920741023906,-2.2682718905589505,-2.022626346273568,-2.2895334859838106,-2.2371077369547985,-2.1554121383980767,-2.218708552012916,-1.99602331215242
Cc1nc2cc(N)ccc2s1,,,-1.6537141734275538,,,,,,-1.8266219250363973
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,-1.710387022853264,,-1.58067273722342,-1.7225547726264951,-2.038252166136676,-1.089573262474743,-1.5405669485921702,-1.4966052047290634,-5.345148143772003
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,-2.915794899083973,-3.1655835614216614,-2.7998941982369083,-3.0646149837124548,-3.284737185499909,-2.452443348265708,-2.855080035989669,-2.866913202673408,
Cc1ncc(CO)c(CO)c1O.Cl,,,-1.952165341094301,,,-1.0889105597858972,,,-0.0233244538660019
Cc1ncc(COP(=O)(O)O)c(C=O)c1O.O,-4.765973453566662,,-4.1694303363443375,,-4.378502950675622,-3.483027632497492,,,-1.7342933904376714
Cc1ncc([N+](=O)[O-])n1CCO,,,-1.127958982616908,-1.5134133555995473,-1.2840157551133728,-0.7980914413595778,-1.2329460000630317,,-1.315516995241936
Cc1nnc(C(C)C)n1C1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,,,-1.91165567779442,,,,-2.234717262007642,-2.0637416919661304,-3.025190306113455
Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1,-2.645850472465416,,,,-4.115413375729749,-2.610908459396074,,,-3.072509802192476
Cc1occc(=O)c1O,-0.7979571052165391,-0.7811576344362997,-0.7369241646241264,-0.8715819503349109,-0.9703417859580568,-0.398347858636813,-0.9953440093052444,-0.9008391354580676,
Cl.Cl.Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1,-1.4321967193371492,-1.378570865066512,-1.0460856896528965,-1.825543300875236,-1.46755033465162,-0.8238696109582189,-1.6936904788949343,-1.1978543156238737,
Cl.N=C(N)Nc1ccc(C(=O)O)cc1,,,-1.3017499658982952,,-1.9817634624287603,-0.5341140010444805,-1.948411674972812,-1.3071375430875305,-0.5286803705160632
Cl.N=C(N=C(N)N)N1CCOCC1,-3.3478162740633484,-2.694615224885024,-1.3133198175832743,-3.0037168270510723,-2.0909932831571427,-0.2663831133677378,-2.040137992836029,-1.7403610945133905,0.5878499341339845
Cl.NCCCC[C@H](N)C(=O)O,,,-3.846269688157371,,,-2.1580969507907035,,,0.5385320348349415
Cl.N[C@@H](Cc1ccccc1)C(=O)OCc1ccccc1,-2.7391815481707904,-2.4457276235028225,-1.1667208613250253,-3.4107305898046416,-2.114021552401797,-0.3288488672318785,-1.7849232063448115,-1.5659014430227578,-1.1777980378937851
Cl.Nc1ccccc1,,,0.2677182382454305,,,0.6856826977970486,,-0.0946157734953316,
Cl.c1ccc([C@H]2CN3CCSC3=N2)cc1,,,-0.7564311845851093,,-1.7428604649655293,0.0440680937621677,-1.4674131889622082,-1.07128043666316,0.697759048187832
ClCc1ccc(Cl)nc1,-0.3018629594599115,,-0.9423900035651228,-1.068862354822705,,-0.9346683172543916,,,-1.8870078500264784
ClP1(Cl)=NP(Cl)(Cl)=NP(Cl)(Cl)=N1,-0.3820036226951954,-1.4639121882317117,-0.738663622156277,-0.1164616395859088,,,,,
Clc1cc(Cl)c(OCCBr)c(Cl)c1,0.3121581781547796,-0.3056638205819706,-0.775918682984113,,-0.8836740610374967,-0.7532050782412677,,-0.7842438120198741,
Clc1cc(Cl)cc(Cl)c1,0.1177711989552836,,,0.3509531752774648,-0.2805253044540565,,0.0087015225533753,-0.12281436735521,
Clc1ccc(-c2c3nc(c(-c4ccc(Cl)cc4)c4ccc([nH]4)c(-c4ccc(Cl)cc4)c4nc(c(-c5ccc(Cl)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,,,-4.660964759719172,,,,,,
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1.O=[N+]([O-])O,,,-1.7591220724270165,,,-1.180844917360938,,,-2.788939498279766
Clc1ccc(NC2=NCCC3(CCCCC3)S2)cc1,,,,,,,,,
Clc1ccc(OCCCBr)cc1,,,0.0816367620330282,,,,,,
Clc1ccc2c(Cl)ccnc2c1,-0.0720554734201566,-0.941319289429041,-0.7114313025035132,,,,,,-2.804009097744638
Clc1ccc2c(c1)Nc1ccccc1S2,-0.3492154134767901,-1.07763637558988,-1.0760904188804676,-0.64530093274248,-1.2438758778980534,-0.8839562810704454,-1.3781663938289628,-1.2018513328191982,
Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,,-1.2182166916029242,-0.5718056680737514,-0.9853301685539312,-0.7412643069770075,,-0.5810284255143136,-0.5309424002637558,-5.959966547372976
Clc1cccnc1Cl,,0.4805589518936434,0.1169500463557196,0.5539685988304012,-0.0159229617350454,0.1179869719200402,0.0757760528290735,0.0675710381253892,
Clc1ncnc2[nH]ccc12,-0.5342746564995784,-1.1022197258498276,-0.6430310007547952,-0.6942208489052659,-0.6980695088959267,-0.5609422235274742,-0.7007220992644267,-0.6778749129968499,
Clc1ncnc2nc[nH]c12,,,-0.6746988602054155,,,-0.4155739938574875,,,-1.4776384662640418
Cn1[nH]c(=O)c(=O)[nH]c1=S,-0.6844158125406424,-1.3744305219399389,-0.6630049581414665,-1.2291344807915678,-1.1357462523413695,,-1.0175200937040794,-0.936036316692459,-1.1134474895278277
Cn1c(=O)c2[nH]cnc2n(C)c1=O,-1.9003584482402545,,-1.703393831738921,-2.1651499851169738,,-1.4728261972714498,,-1.7423841787391674,-1.4577557382105604
Cn1c(=O)c2c(ncn2C)n(C)c1=O,-1.30777267704976,,-1.8332208775173564,-1.4429243172799495,-1.678863033379248,-1.3328639841338557,,-1.7058108809055077,-0.970943464678271
Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O,-0.8584841124620365,-0.5501333556463666,-0.8638506603384428,-0.699502317903505,-1.5883316886140049,-1.079736678313022,-1.8467234509658383,-1.9144142569539164,-1.0421839405829068
Cn1c(=O)c2c(ncn2CCO)n(C)c1=O,,,,,,,,,-0.8234258405751513
Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O.O=C(O)c1ccccc1,-1.2932465669547142,-2.361933250372688,-1.9319484828979137,,-3.0842864078722583,-1.0761203526311351,,-2.680658683603654,-1.2189112660209078
Cn1c([N+](=O)[O-])cnc1N1CCN(S(C)(=O)=O)C1=O,,,-2.18818075172386,,-2.385231065594464,-1.924752461651016,,-2.321796509187668,-3.8003710574993903
Cn1cc([N+](=O)[O-])cn1,-0.3769511635419469,-1.091785798385864,-1.0266187444217685,-0.7738135078498825,-1.4164052132019065,-0.7266472240945097,-1.451058832320499,-1.4602663849844733,-2.203284828641224
Cn1cc[n+](CCCC[n+]2ccn(C)c2)c1.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,,,,,,,,,-2.063219996595377
Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,-0.2452005643833589,,,,,,,,-2.2477678781156354
Cn1cc[nH]c1=S,0.0419485908477118,-0.1761174606777603,-0.02771593616515,-0.6384468638907277,-0.2858592677991744,0.436286209922416,-0.3263034797286417,-0.1827892177826318,
Cn1cnc([N+](=O)[O-])c1Cl,-0.4586512432918556,,-1.3122872072414864,-0.9492699559367204,-1.6842085752183087,-1.0190992962334031,,-1.554719964005839,
Cn1cnc2c1c(=O)[nH]c(=O)n2C,-3.5208804511104628,,-3.5814730235317915,-3.792003768032652,,-2.972602224479026,,-3.5621091341137188,-1.2543723057491851
Cn1nc([N+](=O)[O-])c([N+](=O)[O-])c1[N+](=O)[O-],,-1.0585392526255406,-0.8973124628790818,-1.195226590156183,,-1.9186388001003896,,,-3.030062949429774
Cn1nccc1O,,,0.4053149458526195,-1.643604813108032,0.2575869290906058,0.6264014025308373,0.1779461753880231,0.2897213365497723,
Cn1nnc2c(C(N)=O)ncn2c1=O,,,-2.633710563581473,-2.751656857455389,-3.170141322041006,-2.015858251507914,,-2.846455174582145,
FC(F)(F)c1ccc(N=C2SCC3CCCN2C3)cc1,,,,,,,,,
FC(F)(F)c1ccc(NC2=NCCC3(CCCCC3)S2)cc1,,,,,,,,,
FC(F)(F)c1cccnc1Cl,,,1.1910276026590303,1.2815635566120305,,,0.760487841233686,0.6564083548859394,
F[B-](F)(F)F.c1ccc2sc[nH+]c2c1,,,-0.6172852819803452,,-0.9649067606246672,0.4233442154799477,-1.1588879562689136,-0.8007134803107081,
F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.c1cc[n+](CCCCCC[n+]2ccccc2)cc1,-1.2609117940758177,,,,,,,,-2.6333058259737303
Fc1c(I)c(F)c(I)c(F)c1I,-3.559087766862101,-1.134625914257506,-2.0088617690801973,-2.302783835376998,-1.550581654023813,-3.2567103454291257,,-1.538117130712193,
Fc1ccc(N=C2SCC3CCCN2C3)cc1,,,,,,,,,
Fc1ccc(N=C2[Se]CC3CCCN2C3)cc1,,,,,,,,,
N#CC(c1ccc(Cl)cc1)c1c(Cl)cc(-n2ncc(=O)[nH]c2=O)cc1Cl,-0.651100909186212,-0.6557767573465603,-1.3765091091382715,-1.1005124704241218,-1.7728412346944733,-1.1066139084514974,-2.0313670941575603,-1.621193239203902,
N#CCC(N)=O,-0.1898121021417853,-0.1886522788693352,-0.7299267421238304,-1.0681495996985653,-1.069255926944637,-0.1585369026309983,-1.3008123283916326,-1.1193418674361102,0.2406047360988635
N#CCNC(=O)c1cnccc1C(F)(F)F,-0.1787022980520951,-0.3191206444095066,-0.9263968934033114,-0.8569104812678655,-1.2541346550808918,-0.4571782102040663,-1.2829049728250406,-1.2323668504513547,
N#CCc1ccc([N+](=O)[O-])cc1,0.1068208103712827,0.105938819271348,-1.217460090931493,0.2513544736581063,-1.5977091611969294,-0.9727051619783948,-1.5795055792524713,-1.4575796134419996,-2.7829124596564627
N#CCc1ccccc1[N+](=O)[O-],0.5137320517343325,0.5041574059635677,-0.7890795457221605,0.3411477441699111,-1.0047405213859917,-0.4855484051425208,-1.0946823794735212,-0.9073852620233712,-2.4308922606786454
N#CN=C(N)N,-1.032741123564799,-1.3304470895057965,-0.7906223237123923,,,,,,-0.412848336845192
N#CNC(=N)N,-0.85878888162705,,-1.0710358612118294,,,-0.2764602946547427,,,-0.4040353166101607
N#C[S-].[NH4+],0.8871054004385314,,0.4164291559209623,,,0.7623877959120303,,,1.3715205048667252
N#Cc1c(Cl)c(Cl)c(Cl)c(Cl)c1C#N,-1.2182096074666968,-1.511631677841419,,-1.4159152394765229,,,,,
N#Cc1ccc(C(=O)O)cc1,,,-0.429323014274641,,,,,,
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,-0.5797261992119149,-0.750548352126781,-1.891802575745095,-1.142194500002819,,-1.395175634054108,,-2.0955115638069697,
N#Cc1ccc(N=C2SCC3CCCN2C3)cc1,,,,,,,,,
N#Cc1ccc(NS(=O)(=O)c2ccc(N)cc2)cc1,,,,,,,,,-3.6425687433440026
N#Cc1ccc([N+](=O)[O-])cc1,,,-1.1072854907020977,-0.1710891768678102,-1.3996017881893816,-0.8722266709157914,,-1.2624854426036294,
N#Cc1ccc2c(c1)OCO2,0.4073268145171563,0.414731446092542,-0.6353709215714152,0.2210988945093378,-0.9094668161797816,-0.4039231678036428,,-0.7810804120218877,
N#Cc1cccc([N+](=O)[O-])c1,0.2813656207924953,0.227705049497584,-0.9985711849409086,-0.1102597035887582,-1.3381881151133264,-0.7235259837941822,-1.328461776311788,-1.1951814902234617,
N#Cc1cccc([N+](=O)[O-])c1C#N,-0.3223619133856137,,-1.560127615862241,-0.5299232647393304,-1.869105139145536,-1.0844306276181883,-2.125107608544577,-1.7523741372923347,-2.2659422069246133
N#Cc1ccccc1-c1ccc(CBr)cc1,-0.4739175140704965,,,,,,,-1.7729329359847583,
N#Cc1cccnc1,1.2021391009797764,,0.9416969388123192,0.9682999656861528,,1.2210203344371129,0.6152810884374029,0.8513527117841659,
N#Cc1ccncc1,0.6479213506716961,,-0.0396896067998083,0.5545386410197513,,0.3626334259014576,0.0304259066750642,0.1349094858698236,-0.5604463284020016
N=C(N)N.O=[N+]([O-])O,-1.6615291355780413,,-1.0562384022050566,,,-0.5735281218821535,,-1.571951582805727,-0.0536227802886885
N=C(N)NC(N)=S,-0.697388831632165,-1.0151690347949127,-0.9813495211104568,-1.4919578077450903,-1.534575127370533,-0.7327214758467682,-1.916645170734481,-1.2773047976192595,
N=C(N)NCCC[C@H](N)C(=O)O.O=C1CC[C@@H](C(=O)O)N1,-3.310026410245552,-3.7657207096976633,-2.686795782924765,-3.191162779057497,-3.1354419705619074,-1.783122037187424,,,0.9548564166516202
N=C(Nc1ccccc1)Nc1ccccc1,0.0450600475343463,-0.5037231979345356,-0.3502408582155176,-0.3030602320771239,,,-0.4608310865921604,-0.4155482433529434,
N=c1nc(N2CCCCC2)cc(N)n1O,,,-1.0280612361879915,,-1.3468680080519675,-0.6284464345435611,-1.2094824613659143,-1.093086171196007,-1.870722703187925
NC(=NCCCCCCN=C(N)/N=C(\N)Nc1ccc(Cl)cc1)/N=C(\N)Nc1ccc(Cl)cc1,,,-2.0345288243390827,,,-1.6796456022639352,,,-3.8112741710803486
NC(=O)CC[C@H](N)C(=O)O,,-2.7048559489584085,-2.238252864658912,-2.8521682721619728,,-2.551727795395048,-2.497199383153768,-2.6795463594893545,-0.5814244704905027
NC(=O)CS(=O)C(c1ccccc1)c1ccccc1,-1.5414652331870038,-1.727818116315642,-1.722311798920476,-2.138820405373529,-1.860812016262113,-1.0130295512168408,,-1.7560160435155518,-2.5235465733356373
NC(=O)C[C@H](N)C(=O)O.O,,-3.560935373139825,-3.273534639226254,-3.514236880059733,-3.536607528309977,-3.060535737788647,-3.563715530023967,-3.463349441335192,-0.8086436190040905
NC(=O)C[C@H](NC(=O)OCc1ccccc1)C(=O)O,-1.9457030374589128,-2.3754788644320515,-1.888907024305532,,-2.2491914897397067,-1.2386085106029543,-2.4037617590484057,-2.2313938080380584,-2.652384967458968
NC(=O)Cc1ccc(O)cc1,,-1.3226850388755325,-0.9584287932981488,-1.5164824667617425,-1.1393112944572934,-0.5577628645854962,-1.253590845102459,-1.328260295868568,-0.8591302612446788
NC(=O)Cc1ccccc1,-0.5695840147775144,-0.7141567260852616,-0.5063808903280123,-1.125806136181903,-0.7647891103469996,-0.1500422209708962,-0.7690758667819256,-0.6605758773448415,
NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,-2.2198464739765504,-2.554956256687965,-2.677131293507973,-2.924900463811345,-2.745291900976734,-2.2397078068018543,,-2.70001741247467,-2.8659965229474684
NC(=O)N1c2ccccc2C=Cc2ccccc21,,,,-1.3523592567112377,,,,,
NC(=O)N1c2ccccc2CC(=O)c2ccccc21,-1.7866418335273029,-1.844000913112224,-2.2580334103988564,,-2.6117314915411103,-1.81557808163168,-2.471573699036321,-2.395153799271735,-3.4892539434617293
NC(=O)Nc1ccccc1,,-0.7781157526481361,-0.2436802541532591,-0.6603633201879434,-0.7559778699431982,-0.0351870495514984,,-0.4126073051674432,-1.4440196472652742
NC(=O)[C@@H]1CCCN1,0.2388969297797035,0.2412866033852976,,-0.4786045595948862,0.1597335131851794,,,0.1386696569882444,
NC(=O)c1c(F)c(F)c(F)c(F)c1F,,,,,,,,,-2.000820162178125
NC(=O)c1ccc(N)cc1,-0.9278913064985356,-1.367387097661427,-0.9198214892364311,-2.1469327549340687,-1.2876625859917774,-0.43952245148411,-1.4951627417883473,-1.2286815725208906,-1.1843862098037805
NC(=O)c1ccc([N+](=O)[O-])cc1,,-1.721973934874067,-1.4016012690599056,-1.5321600241261557,-1.616620173548553,,-2.108877074752029,-1.6933545240193342,-1.55922850726002
NC(=O)c1ccccc1,0.0125336728884283,-0.3467829795994664,0.0028132619776171,-0.5332783909624254,-0.2789190490904478,0.3340607012724356,-0.3147365247684045,-0.1725791534293366,-1.0247129954696408
NC(=O)c1ccccc1N,0.5908801729543208,-0.1338484026613481,0.0020401581598785,-0.0196364245556954,-0.3972979899209861,0.3899989364670033,-0.4543919520490397,-0.2973723892465931,
NC(=O)c1cccnc1,-0.64320061943989,,-0.1762790113794527,-0.9858676815955272,-0.4233621913200293,0.3002764114985054,-0.4494711268245504,-0.353654792759361,
NC(=O)c1cccnc1Cl,,,-1.0324173663487484,,,-0.5151266648365089,,,-1.0587235040942364
NC(=O)c1ccncc1,-2.5440340397429644,-1.0430469005800738,-0.265348984697509,-1.2859057747999376,-0.4694047636289209,0.1272322516437092,-0.5563084079778808,-0.3490018866655673,
NC(=O)c1cnccn1,-1.2777389093596276,-1.324437058908975,,-1.4952983333904242,-1.6244684241287768,-1.0058130876674736,-1.6770774956775605,-1.619006325180763,-0.9675430300380564
NC(=O)c1nc(F)cnc1O,-1.2443936964505795,-1.4567205510797976,-1.4512663576820175,-1.432661908022514,-1.6156784014412564,-1.439581424842397,-1.5405669485921702,-1.598875945844198,
NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,-3.131521133476124,-3.2776321462786377,-2.696680189591107,,,-1.6283500821569836,-2.892687882215488,-2.6395124249123825,-0.1188731655484962
NC(=S)c1ccccn1,,,,,,,,,
NC(=S)c1ccncc1,,,,,,,,,
NC(CO)(CO)CO,,,,,,-0.723431079584057,,-1.292330039015465,0.7008445278847817
NC(Cc1ccc(O)cc1)C(=O)O,,,,,,,,,-2.6766122500533696
NC(N)=C([N+](=O)[O-])[N+](=O)[O-],,,,-2.92779852424577,,,,,-2.955665265490922
NC(N)=NC(N)=NCCc1ccccc1,,-2.1200203484953453,-1.2565020554124222,-1.5656397256028498,-1.7319756685961427,-1.020288426871398,-1.891117933535821,-1.635556189028623,-1.3873880421647031
