,SMILES,LogS_water,LogS_ethanol,LogS_benzene,LogS_acetone
725,S(=O)(=O)(NC(=O)OC)c1ccc(N)cc1,-1.66,,,
726,O=C(OC)C1C(C(=O)OC)C2C=CC1C2,-1.2,,,
727,Clc1c(Cl)cc(c(Cl)c1)c1ccccc1,-6.27,,,
728,S(=O)(=O)(NC(=O)NC1CCCCC1)c1ccc(C(=O)C)cc1,-2.06,,,
729,F[C@H]1C(=O)[C@]2(C)[C@H]([C@H]3[C@@H]([C@]4(C)C(=CC3)CCCC4)CC2)C1,-6.79588,,,
730,O=C1C=C2[C@@H]([C@@H]3[C@H]([C@H]4[C@@](C)([C@](O)(C#C)CC4)CC3)CC2)CC1,-4.69398,,,
731,Clc1c(Cl)c(Cl)cc(OC)c1OC,-4.37,,,
732,C(CCC)CC,-3.84,,,
733,S(=O)(=O)(Nc1nnc(OC)cc1)c1ccc(N)cc1,-3.28,,,
734,BrCCCCCCCC,-5.06,,,
735,O=C(Oc1cc(C)ccc1)NC,-1.8,,,
736,Oc1cc2[C@@]3(C)[C@@H](C)[C@H](N(CC=C(C)C)CC3)Cc2cc1,-3.8032,,,
737,Oc1cc2c(cc1)C1C(C3C(C)(C(O)CC3)CC1)CC2,-4.84,,,
738,O=C(OCC(=O)C1C2(C)C(C3C(C4(C)C(=CC(=O)CC4)CC3)CC2)CC1)C,-4.63,,,
739,Clc1cc2C(=NCc3n(c(C)nn3)c2cc1)c1ccccc1,-3.433,,,
740,O=C(NO)N,1.12,,,
741,ClC1(Cl)C(=C(Cl)C(=C1Cl)Cl)Cl,-5.18,,,
742,SC(C(N)C(=O)O)(C)C,-0.13,,,
743,O=C(OC)C(=C)C,-0.8,,,
744,S(=O)(=O)(N)c1sc2S(=O)(=O)CCCc2c1,-2.679,,,
745,O(CC(O)CNC(C)(C)C)c1c2c(ccc1)C[C@@H](O)[C@@H](O)C2,-1.008,,,
746,O=C(O)c1cc2c(nccc2)cc1,-0.043,,,
747,ClCC(=O)N,-0.02,,,
748,S(=O)(=O)(N)c1occ(S(=O)(=O)c2ccc(OC)cc2)c1,-3.024,,,
749,O=[N+]([O-])c1cc([N+](=O)[O-])cc(C(=O)O)c1,-2.417,,,
750,O=COCC,0.15,,,
751,Clc1c(Cl)c(Cl)c2Oc3c(c(Cl)c(Cl)c(Cl)c3)Oc2c1Cl,-11.221848,,,
752,Clc1c(Cl)c(Cl)c2Oc3c(Oc2c1Cl)cc(Cl)c(Cl)c3,-9.950782,,,
753,O=[N+]([O-])c1cc([N+](=O)[O-])ccc1,-2.29,,,
754,c12c(c3c(cc1)cccc3)ccc1c2cccc1,-8.059982,,,
755,Clc1ccc(Nc2/c(=N/C(C)C)/cc3n(c4ccc(Cl)cc4)c4c(nc3c2)cccc4)cc1,-6.244,,,
756,CC1(C)OC2(C)CCC1CC2,-1.72074,,,
757,N(CCC)CCC,-0.46,,,
758,N#CC,0.26,,,
759,OC(c1c2c(ncc1)cccc2)C1N2CC(CC)C(C1)CC2,-2.63,,,
760,OC(CCC)(C)C,-0.49,,,
761,S(=O)(=O)(Nc1c(C)cc(S(=O)(=O)c2ccccc2)cc1)C(F)(F)F,-3.8,,,
762,Clc1c(Cl)c(c2cc(Cl)c(Cl)cc2)ccc1Cl,-7.050001,,,
763,ClC(Cl)C(=O)N[C@@H]([C@H](O)c1ccc([N+](=O)[O-])cc1)CO,-1.9759,,,
764,Clc1cc2N(CCCN3CCN(C)CC3)c3c(Sc2cc1)cccc3,-4.4,,,
765,Clc1nc(NC(C)C)nc(NC(C)C)n1,-4.43,,,
766,O=C1NC(=O)CN1,-0.4,,,
767,C1CCCCCCC1,-4.15,,,
768,O=C(COC(=O)c1ccccc1)N1C(C)CCCC1C,-0.824,,,
769,O=C(Nc1ccccc1)c1c(O)cccc1,-3.59,,,
770,S(=O)(=O)(N)c1sc2SCCC(=O)c2c1,-3.552,,,
771,O=C(O)CCCCCC(=O)O,-0.25192,,,
772,O=C(O)Cc1ccccc1,-0.88838,,,
773,Clc1cc2Oc3c(Oc2cc1)ccc(Cl)c3,-7.180002,,,
774,c1(c2nc3c(cc2)cccc3)nc2c(cc1)cccc2,-5.4,,,
775,S(SC)C,-1.44,,,
776,OCC1C(O)C(O)C(O)C(O)O1,0.74,,,
777,O=c1n(C2OC(CO)CC2)ccc(N)n1,-0.433,,,
778,O=C(N(CCO)C)COC(=O)c1ccccc1,-1.09,,,
779,OCCc1ccccc1,-0.74,,,
780,Clc1c(Cl)c(Cl)c2Oc3c(Oc2c1Cl)cc(Cl)cc3,-9.480172,,,
781,O=C(O)[C@@H](N)Cc1cc(O)c(O)cc1,-1.529,,,
782,Clc1ccc(OC(C(=O)C(C)(C)C)n2ncnc2)cc1,-3.61,,,
783,OCc1ccccc1,-0.4,,,
784,Cc1c(C)cc2c(c1)cccc2,-4.72,,,
785,S=P(OC)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,-6.24,,,
786,Fc1c(N2CC(N)(C)C2)c(F)c2n(C3CC3)cc(C(=O)O)c(=O)c2c1N,-4.376,,,
787,O=C(O)c1c(O)ccc(O)c1,-0.10902,,,
788,OCC(CO)(CO)CO,-0.44,,,
789,O=C(N(CC)CC)C(Oc1c2c(ccc1)cccc2)C,-3.57,,,
790,FC(F)(F)c1cc(Oc2c(C(=O)Nc3c(F)cc(F)cc3)cccn2)ccc1,-6.897001,,,
791,Clc1c(=O)n(c2ccccc2)ncc1N,-2.80245,,,
792,P(=O)(OCC)(OCC)Oc1ccc([N+](=O)[O-])cc1,-2.059,,,
793,O=C(OCC)Nc1cc(OC(=O)Nc2ccccc2)ccc1,-4.63,,,
794,O=S1(=O)N(C)/C(=C(/O)\Nc2ncccc2)/C(=O)c2sccc12,-3.78351,,,
795,O=C(OCC)C1(c2ccccc2)CCN(C)CC1,-1.89,,,
796,O=c1n(C)ccc(=O)[nH]1,-0.8,,,
797,Fc1c(N2CC(NC)C2)cc2n(C3CC3)cc(C(=O)O)c(=O)c2c1,-5.405,,,
798,Clc1c(Oc2c(O)cc(Cl)cc2)ccc(Cl)c1,-4.46,,,
799,O=C(OCC)C,-0.04,,,
800,S(=O)(=O)(N)c1sc2C(O)CCS(=O)c2c1,-1.57,,,
801,O=[N+]([O-])c1cc2c(c3c(cccc3)C2)cc1,-4.723,,,
802,O=C(NC)N,1.13,,,
803,O=C(N(C)c1ccccc1)COc1sc2c(n1)cccc2,-4.87,,,
804,Clc1c(Oc2ccc([N+](=O)[O-])cc2)ccc(Cl)c1,-5.46,,,
805,O=C(N[C@@H]1C(=O)N2C(=C(COC(=O)C)CS[C@H]12)C(=O)O)Cc1sccc1,-2.938,,,
806,O=[N+]([O-])c1cc(N)ccc1,-2.19,,,
807,Clc1cc2C(=Nc3c(Oc2cc1)cccc3)N1CCN(C)CC1,-4.419,,,
808,c1(c2ccccc2)ccc(c2ccccc2)cc1,-7.109998,,,
809,Clc1cc(Cl)cc(Cl)c1,-4.53587,,,
810,O=C(NNCc1ccccc1)c1noc(C)c1,-2.46,,,
811,Clc1c(Cl)ccc(NC(=O)N(OC)C)c1,-3.55543,,,
812,S=C1NC(=O)C(C(CCC)C)(CC=C)C(=O)N1,-3.46,,,
813,Clc1c(Cl)ccc(NC(=O)N(C)C)c1,-3.82201,,,
814,O=C(CCC)C,-0.19,,,
815,O=C(OC(C#N)c1cc(Oc2ccccc2)ccc1)C1C(C)(C)C1(C)C,-6.03,,,
816,O=C(O)Cc1ccc(O)cc1,-0.94422,,,
817,N#Cc1c(C#N)cccc1,-2.38,,,
818,Fc1c(N)[nH]c(=O)nc1,-1.05193,,,
819,Clc1n(C(C)C)nc(OP(=S)(OCC)OCC)n1,-3.66,,,
820,Nc1ccc(c2sc3c(n2)ccc(C)c3)cc1,-3.68,,,
821,O=[N+]([O-])c1c(CO)cc2OCOc2c1,-3.064,,,
822,O=C(N)N,0.96,,,
823,O=[N+]([O-])c1c(C)c([N+](=O)[O-])ccc1,-3.0,,,
824,O(C(C#N)c1ccccc1)C1C(O)C(O)C(O)C(COC2C(O)C(O)C(O)C(CO)O2)O1,-0.77,,,
825,S(=O)(=O)(N=C(N)CCSCc1nc(N=C(N)N)sc1)N,-2.6468,,,
826,S(CCC(NC(=O)C)C(=O)O)C,0.032,,,
827,Cc1ncc(C)cc1,0.4,,,
828,O=C(NCC(=O)N)COC(=O)c1ccccc1,-1.498,,,
829,O=C1OCC(=C1)C1C2(C)C(O)(C3C(C4(C)C(CC(O)CC4)CC3)CC2)CC1,-4.574,,,
830,O=c1n(C)c2ncn(C)c2c(=O)[nH]1,-2.58679,,,
831,S(P(=O)(OC)NC(=O)C)C,0.54,,,
832,O=C(N)Cc1ccc(O)cc1,-2.38601,,,
833,S(SCCC(=O)O)CCC(=O)O,-0.19,,,
834,S(=O)(=O)(N)c1c(C)cccc1,-2.02,,,
835,Nc1cc2c(cc3c(c2)cccc3)cc1,-5.17,,,
836,S(=O)(=O)(Nc1nccnc1)c1ccc(N)cc1,-3.7,,,
837,S(C)c1c(C)cc(OC(=O)NC)cc1C,-3.921,,,
838,O=C(Oc1c(C)c(C)nc(N(C)C)n1)N(C)C,-1.95,,,
839,O=C(N(C)C)NC1C2C3C(C(C1)C2)CCC3,-3.01,,,
840,Cc1cc2c(cc(C)cc2)cc1,-4.89,,,
841,O=c1c(O)c(CC)occ1,-0.89378,,,
842,O=C1C2(C)C(C3C(C4(C)C(CC3)CCCC4)CC2)CC1,-6.7,,,
843,O=c1cc2sc3c(nc2cc1)cccc3,-3.716,,,
844,O=C(OC1C(Cc2ccc(OC)cc2)NCC1O)C,-1.61,,,
845,O=C(OCCC)C,-0.72,,,
846,o1cccc1,-0.82,,,
847,ClCCl,-0.63,,,
848,S=c1n(C)c2c(n(CC)c3ncccc13)nccc2,-4.63,,,
849,O1CCNCC1,1.06,,,
850,O=C(OC)c1cnccc1,-0.46,,,
851,F[C@]12[C@@H](O)C[C@]3(C)[C@]4(C(=O)CO)OC(C)(C)O[C@@H]4C[C@H]3[C@@H]1CCC1=CC(=O)C=C[C@]21C,-4.32,,,
852,c12c3c(ccc1cccc2)cccc3,-5.258842,,,
853,O=C(O)c1cscc1,-1.47,,,
854,O=[N+]([O-])c1ccc(C(=O)OC)cc1,-3.035,,,
855,Clc1c(C#N)c(Cl)ccc1,-4.24,,,
856,O(CC(C)(C)c1ccc(OCC)cc1)Cc1cc(Oc2ccccc2)ccc1,-8.59998,,,
857,O=c1c2c(sc3c1cccc3)cccc2,-5.54,,,
858,O=C(OC)CCCCCCCCC,-4.63,,,
859,Clc1ccc(c2ccc(Cl)cc2)cc1,-6.56,,,
860,Cc1c(C)c(C)c(C)c(C)c1C,-5.23,,-0.387229525,
861,O=C(COC(=O)c1ccccc1)N1CCC(O)CC1,-1.349,,,
862,FC(F)(F)c1cc(c2c(=O)c(c3ccccc3)cn(C)c2)ccc1,-4.44,,,
863,S(=O)(=O)(Nc1nc(C)nc(C)c1)c1ccc(N)cc1,-2.27725,,,
864,Nc1c2c3c4c(cc2)cccc4ccc3cc1,-0.61272,,,
865,O=C(N(C)C)Cc1c(c2ccc(C)cc2)nc2n1cc(C)cc2,-1.297,,,
866,O=[N+]([O-])C1=C(OCC)C(=O)N(C(C)C)C1,-4.331,,,
867,O=C(O)CCCCCCCCCC,-3.55,,,
868,O=C(O)[C@@H](N)CCC(=O)N,-0.55,,,
869,Fc1c(N2CC(C)NCC2)c(F)cc2c(=O)c(C(=O)O)cn(CC)c12,-2.3328,,,
870,C(=C)CCCCC,-3.73,,,
871,S(=O)(=O)(N)c1sc2c(S(=O)(=O)CC(O)C2)c1,-1.589,,,
872,ClC(Cl)C(=O)NC1=C(Cl)C(=O)c2c(C1=O)cccc2,-5.03,,,
873,C(C(C)C)(C)(C)C,-4.36,,,
874,S(=O)(=O)(NC(=O)NC1CCCCC1)c1ccc(CCNC(=O)c2ncc(C)nc2)cc1,-5.4881,,,
875,O=[N+]([O-])c1cc2c(cc1)cccc2,-3.824,,,
876,Sc1nc(O)c(C)cn1,-2.45,,,
877,N(CC)(CC)CC,-0.14,,,
878,OC(c1ccccc1)(c1ccccc1)C1CCNCC1,-1.386,,,
879,Clc1cc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)c(OC)cc1,-5.09,,,
880,S=P(OC)(OC)Oc1cc(C)c([N+](=O)[O-])cc1,-4.14976,,,
881,O=C(OCCCCC)c1ccc(O)cc1,-3.813,,,
882,Clc1c(Cl)c(Cl)cc(Cl)c1c1cc(Cl)c(Cl)cc1,-7.659992,,,
883,O=NN(C(=O)N)C,-0.85,,,
884,O=Cc1ccc(OC)cc1,-1.49,,,
885,O=C(Nc1sc(C)cn1)C1=C(c2c(S(=O)(=O)N1C)cccc2)O,-2.99568,,,
886,FC(F)(F)c1cc([N+](=O)[O-])c(N(CCC)CCC)c([N+](=O)[O-])c1,-5.68,,,
887,O=c1n(c(=O)c2c([nH]1)CCC2)C1CCCCC1,-4.59,,,
888,O=CCCC,-0.01,,,
889,O=C(CC)C,0.52,,,
890,O=C(N(C(C)C)C(C)C)COC(=O)c1ccccc1,-3.341,,,
891,C(C)c1cc2c(cc3c(c2)cccc3)cc1,-6.89,,,
892,OCC(C)C,0.04,,,
893,ClC1(Cl)C2(Cl)C(=C(Cl)C1(Cl)C1C2C(Cl)C2OC12)Cl,-6.151085,,,
894,ClC(=CC1C(C)(C)C1C(=O)OC(C#N)c1cc(Oc2ccccc2)ccc1)C(F)(F)F,-8.179996,,,
895,O=[N+]([O-])c1c(O)c(C)cc([N+](=O)[O-])c1,-1.46,,,
896,O=C(OC(C)(C)C)N[C@H](C(=O)O)Cc1ccccc1,-2.1549,,,
897,Cc1ccc(c2ccccc2)cc1,-4.62,,,
898,S(=O)(=O)(Nc1nc(OC)nc(OC)c1)c1ccc(N)cc1,-2.96,,,
899,Clc1c(S(=O)(=O)N)cc(C(=O)O)c(NCc2occc2)c1,-3.80528,,,
900,C1(C(=O)NC(=O)NC1=O)[N+](=O)[O-],-2.28,,,
901,c1ccc(cc1)C1=NC(C(=O)Nc2ccc(cc12)Cl)O,-3.95,,,
902,CCCCNC(=O)NS(=O)(=O)c1ccccc1,-3.05,,,
903,c1cc(cc(c1)[N+](=O)[O-])C(=O)O,-1.71997,0.408412743,,
904,CCC1Nc2cc(c(cc2C(=O)N1)S(=O)(=O)N)Cl,-3.29,,,
905,CN(C=O)C(=O)CSP(=S)(OC)OC,-2.0,,,
906,C1CSc2cc(sc2C1=O)S(=O)(=O)N,-3.494,,,
907,CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1,-2.43,,,
908,CCOc1ccc(cc1N)[N+](=O)[O-],-3.211,,,
909,CCCCCO,-0.6,,,
910,CCNC(=O)C(C)OC(=O)Nc1ccccc1,-1.83,,,
911,c1cc2C3CC(CNC3)Cn2c(=O)c1,0.36,,,
912,C1c2cc(sc2S(=O)(=O)CC1O)S(=O)(=O)N,-1.539,,,
913,Cc1ccccc1N1C(C)Nc2cc(c(cc2C1=O)S(=O)(=O)N)Cl,-3.78,,,
914,Cc1c(CSCCN/C(=N/C)/NC#N)nc[nH]1,-1.40229,,,
915,CCC(CC)O,-0.24,,,
916,c1cc(c(cc1C(=O)O)C(=O)O)C(=O)O,-0.397,,,
917,Cc1ccc(cc1)S(=O)(=O)N(Cl)Cl,-3.509,,,
918,Cc1cc2c(cc1C)n(CC(C(C(CO)O)O)O)c1c(c(=O)[nH]c(=O)n1)n2,-3.68,,,
919,CN(C)C(=O)N(C)C,0.94,,,
920,c1ccc(cc1)C(=O)OCC(=O)N1CCOCC1,-1.773,,,
921,c1ccc(cc1)C1CO1,-1.6,,,
922,CC(C(=O)OC)Oc1ccc(cc1)Oc1ccc(cc1Cl)Cl,-3.82,,,
923,C=CC(=O)OC,-0.22,,,
924,CCCCc1c(C)nc(NCC)[nH]c1=O,-3.02497,,,
925,C1(C(C(C1(F)F)(F)F)(F)F)(F)F,-3.92,,,
926,c1ccc2c(c1)nco2,-1.16,,,
927,CCCO,0.62,,,
928,c1ccc(c(c1)Cl)[N+](=O)[O-],-2.55,,,
929,C1CS(=O)(=O)c2c(cc(s2)S(=O)(=O)N)C1=O,-3.018,,,
930,CN(C)C(=O)Nc1ccc(cc1)Cl,-2.91256,,,
931,COc1ccc(cc1)[N+](=O)[O-],-2.41,,,
932,c1cc(c(cc1C(=O)O)[N+](=O)[O-])F,-1.579,,,
933,c1cc(ccc1N)S(=O)(=O)N=C(N)N,-1.98497,,,
934,C(C1CO1)Cl,-0.15,,,
935,CC(C)COC(=O)N,-0.3,,,
936,CCC(C)O,0.43,,,
937,c1cc(ccc1[N+](=O)[O-])O,-0.74,,,
938,CC(=O)Nc1ccccc1[N+](=O)[O-],-1.91,,,
939,CCC1(CC)c2ccc(cc2C(=O)O1)[N+](=O)[O-],-3.656,,,
940,CCCCCCCCC(=O)OCC,-3.8,,,
941,CC(=O)Nc1nnc(s1)S(=O)(=O)N,-2.43058,-1.752447265,,
942,CC(C)(C)OC,-0.24,,,
943,c1ccc2c(c1)C=CC(=O)C2=NO,-2.937,,,
944,c1ccc(c(c1)N)O,-0.72,,,
945,CCN(CC)C(C)CN1c2ccccc2Sc2ccccc12,-2.145,,,
946,Cc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])C(=O)O,-2.6,,,
947,C=C(C)C(=O)O,0.01,,,
948,COc1ccccc1[N+](=O)[O-],-1.96,,,
949,CC(=O)Nc1ccc(cc1)N,-0.98,,,
951,C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O,0.239374,-1.190535841,,
952,C(C(C1C(=C(C(=O)O1)O)O)O)O,-0.805,,,
953,CCCCc1c(C)nc(nc1O)N(C)C,-2.24,,,
954,c1ccc(cc1)NO,-0.74,,,
955,C1CNP(=O)(N(CCCl)CCCl)OC1,-0.815,,,
956,c1cc(c(c(c1)[N+](=O)[O-])Cl)Cl,-3.48,,,
957,c1cnc2c(cncn2)n1,0.02,,,
958,c1ccc(c(c1)CO)O,-0.29,,,
959,c1ccc(cc1)CNC(=O)Cn1ccnc1[N+](=O)[O-],-2.81,,,
960,Cc1cc(C)cc(c1)OC(=O)NC,-2.58,,,
961,CC(C)OC(=O)Nc1cccc(c1)Cl,-3.38497,,,
962,Cc1c(C)oc(n1)NS(=O)(=O)c1ccc(cc1)N,-2.44,,,
963,c1cc(ccc1Cl)[N+](=O)[O-],-2.92,-0.360673591,,
964,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@]1(CO)[C@H]([C@@H]([C@@H](CO)O1)O)O)O)O)O)O,0.79,,,
965,c1cc(C(Cl)(Cl)Cl)nc(c1)Cl,-3.76,,,
966,C(C(CCl)O)Cl,-0.11,,,
967,CCN(C1CCCCC1)C(=O)SCC,-3.4,,,
968,CC(C(C)(C)C)O,-0.62,,,
969,c1cc(cnc1)C(=O)N,0.61,-0.096910013,,
970,c1cc(c(cc1C(=O)O)[N+](=O)[O-])Cl,-2.66815,,,
971,CCOC(C)OCC,-0.43,,,
972,C1CCOCC1,-0.03,,,
973,CCOC(=O)CCC(=O)OCC,-0.959,,,
974,CN(CC(=O)N)C(=O)COC(=O)c1ccccc1,-0.918,,,
975,c1c(c(cc2c1NCNS2(=O)=O)S(=O)(=O)N)C(F)(F)F,-3.02,,,
976,CCS,-0.6,,,
977,c1ccc(c(c1)N)[N+](=O)[O-],-1.96,0.202103636,,
978,CC1CCc2cc(cc3c2n1cc(c3=O)C(=O)O)F,-3.7326,,,
979,Cc1cccc2c1n1cnnc1s2,-2.07,,,
980,CCOP(=O)(OCC)OCC,0.43,,,
981,CN(C)C(=O)NC1CCCCCCC1,-2.36,,,
982,C(#N)C(Cl)(Cl)Cl,-2.17,,,
983,CC1(C)C(=O)N(Cc2ccccc2)C(=O)N1,-1.795,,,
984,CN(C)C(=O)Nc1ccc(c(c1)Cl)OC,-2.56,,,
985,CC1(C)C2CCC1(C)C(=O)C2,-1.95466,,,
986,CC1(C)C2CCC1(C)C(C2)O,-2.32,,,
987,CC(C)(C)c1nnc(NS(=O)(=O)c2ccc(cc2)N)s1,-3.74,,,
988,Cn1ccccc1=O,0.96,,,
989,C1CS(=O)c2c(cc(s2)S(=O)(=O)N)C1O,-1.348,,,
990,c1ccc(cc1)NC=O,-0.68,,,
991,CCCCCCCCl,-3.99,,,
992,Cc1cnc(nc1)NS(=O)(=O)c1ccc(cc1)N,-2.82,,,
993,CC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,-2.31,,,
994,CN1CCC23C4CCC(C3Oc3c(ccc(CC14)c23)OCOC)O,-1.959,,,
995,c1cc(ccc1N)S(=O)(=O)N,-1.38663,,,
996,CCC(=O)CC,-0.28,,,
997,c1ccc(cc1)C(=O)N1CCCCCC1=O,-2.167,,,
998,CCCC(=O)O,-0.19,,,
999,c1ccc2c(c1)C=Cc1ccccc1N2C(=O)N,-3.07931,-1.101572489,,
1000,CC(C)[N+](=O)[O-],-0.62,,,
1001,C1CCCC(CCC1)O,-1.29,,,
1002,CCNC(=S)NCC,-1.46,,,
1003,CC(C)(c1ccccc1)NC(=O)N(C)c1ccccc1,-3.35,,,
1004,Cc1cc(N)n(c2ccccc2)n1,-0.938,,,
1005,CN(C)C(=O)CCCOC(=O)c1ccccc1,-1.229,,,
1006,C(C(=O)O)Cl,0.944261,,,
1007,C(CO)NC(=O)C(=O)NCCO,-0.112,,,
1008,CCC(C)(CC)O,-0.38,,,
1009,C1CCC(CC1)C(=O)N1CC2c3ccccc3CCN2C(=O)C1,-3.193,,,
1010,CCCCNC(=O)COC(=O)c1ccccc1,-2.759,,,
1011,c1ccc(cc1)NC(=S)N,-1.77,,,
1012,CCC#N,0.28,,,
1013,C1CCCN(CC1)C(=O)COC(=O)c1ccccc1,-2.542,,,
1014,CC(C)(C)C(=NOC(=O)NC)CSC,-1.62,,,
1015,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,-3.97988,,,
1016,c1cc(ccc1N)S(=O)(=O)Nc1ccc(cc1)S(=O)(=O)N,-2.759,,,
1017,c1ccnc(c1)NS(=O)(=O)c1ccc(cc1)N,-2.81913,-2.020133127,,
1018,Cc1cc(n(c2ccccc2)n1)OC(=O)N(C)C,-2.09,,,
1019,CN(C)C,0.84,,,
1020,c1ccc(c(c1)N)N,-0.42,,,
1021,CCCCOC(=O)NS(=O)(=O)N,-1.038,,,
1022,CCOc1ccc(cc1)NC(=O)N,-2.17,,,
1023,c1ccc(cc1)C(=O)OCC(=O)N1CCCC1,-1.568,,,
1024,CC(=O)NC(=O)N,-0.9,,,
1025,C(CCl)C#N,-0.29,,,
1026,COc1cnc(nc1)NS(=O)(=O)c1ccc(cc1)N,-2.58,,,
1027,c1cc(cnc1)O,-0.46,,,
1028,C(C(=O)O)n1cnnn1,0.083568,0.183613807,,
1030,COC(=O)N,0.97,,,
1031,CN1c2ccc(cc2C(=NCC1=O)c1ccccc1)[N+](=O)[O-],-3.8,,,
1032,C1CC2C(C(C1O2)C(=O)O)C(=O)O,-0.27,,,
1033,c1ccc(cc1)CC1Nc2cc(c(cc2S(=O)(=O)N1)S(=O)(=O)N)C(F)(F)F,-3.59,,,
1034,CCSCc1ccccc1OC(=O)NC,-2.09,,,
1035,CCCCC1C(=O)N(c2ccccc2)N(c2ccc(cc2)O)C1=O,-3.73,,,
1036,c1ccc(cc1)NN,0.07,,,
1037,CN(C)C(=O)SCCCCOc1ccccc1,-3.93,,,
1038,c1cc(cc(c1)O)Cl,-0.7,,,
1039,C1CCC(CC1)O,-0.44,,,
1040,Cc1cccnc1C,0.38,,,
1041,C=CC(=O)N,0.970115,,,
1042,COc1ccc(cc1)C(C1CC1)(c1cncnc1)O,-2.6,,,
1043,c1ccc(cc1)C(CCN1CCCCC1)(C1CCCCC1)O,-1.815,,,
1044,c1cc(C=O)oc1,-0.1,,,
1045,c1cc(c2c(c1)sc(=O)n2CC(=O)O)Cl,-2.61,,,
1046,C1CS(=O)(=O)c2cc(sc2C1=O)S(=O)(=O)N,-3.671,,,
1047,c1cc([N+](=O)[O-])oc1C=NNC(=O)N,-2.92,,,
1048,C(=N)(N)N[N+](=O)[O-],-1.37,,,
1049,c1cc(ccc1O)S(=O)(=O)c1cc(sc1)S(=O)(=O)N,-3.027,,,
1050,CCN(CCO)C(=O)COC(=O)c1ccccc1,-1.367,,,
1051,CC(C)C(C)(C)O,-0.41,,,
1052,Cc1cc(ccc1N(C)C)OC(=O)NC,-2.36,,,
1053,CC(C(=O)OC)NC(=O)COC(=O)CC1=CC=CC=CC1NC1=C(CC=CC=C1Cl)Cl,-1.45272,,,
1054,C1C(C(C(C(C1O)O)O)O)O,-0.17,,,
1055,CC(=NNC(=O)N)C=NNC(=O)N,-1.948,,,
1056,Cc1cccc(C)c1NC(=O)C1CCCCN1C,-1.55,,,
1057,c1cnc(cn1)C(=O)N,-0.74,,,
1058,c1ccc(c(c1)[N+](=O)[O-])O,-1.74,0.416638462,,
1059,CCOC1C(C)(C)c2cc(ccc2O1)OS(=O)(=O)C,-3.42,,,
1060,CC(C)Nc1nc(NC(C)C)nc(n1)OC,-2.48,,,
1061,CCn1c2cccnc2n(CC)c2c(cccn2)c1=O,-2.86,,,
1062,c1ccc(cc1)O,0.0,,,
1063,CC1(C)CC(=O)C=C(C1)OC(=O)N(C)C,-0.85,,,
1064,Cc1ccc(cc1)O,-0.7,,,
1065,c1ccc(cc1)C(C(=O)O)O,0.050732,,,
1066,CCOC(=O)CC(=O)OCC,-0.82,,,
1067,C(CC(=O)O)CC(=O)O,1.0,,,
1068,Cc1c(C)noc1N(C(=O)C)S(=O)(=O)c1ccc(cc1)N,-3.59,-1.734569649,,
1069,Cc1c(cco1)C(=O)Nc1ccccc1,-3.3,,,
1070,C1CCC(=O)CC1,-0.6,,,
1071,C=CC(=O)OCC,-0.74,,,
1072,c1ccc2c(c1)C(=O)NC2(c1ccc(c(c1)S(=O)(=O)N)Cl)O,-3.38927,,,
1073,Cc1cccc(c1)N,-0.85,,,
1074,Cc1cc(no1)NS(=O)(=O)c1ccc(cc1)N,-2.77844,,,
1075,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,-3.39,,,
1076,CC(C)OC(=O)C,-0.55,,,
1077,CC1CNCCN1,0.74,,,
1078,CCOC(=O)N,0.85,,,
1079,COc1ccc(cn1)NC(=O)C1CC1,-2.138,,,
1080,CC(=O)N(C)C(=O)COC(=O)c1ccccc1,-0.495,,,
1081,CCC[N+](=O)[O-],-0.8,,,
1082,CNC(=O)c1cccc(c1)NCC(=O)NCCc1ccc(c(c1)OC)OC,-1.845,,,
1083,c1ccc(cc1)CNCCNCc1ccccc1,-1.206,,,
1084,c1ccncc1,0.76,,,
1085,c1ccc(c(c1)C(Cn1cncn1)(c1ccc(cc1)F)O)F,-3.37,,,
1086,CC1CCCO1,0.11,,,
1087,CC(C)NCC(c1ccc(c(c1)O)O)O,0.14,,,
1088,Cc1ccc(cc1Cl)NC(=O)N(C)C,-3.46,,,
1089,CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC,-3.36264,,,
1090,CCCCOP(=O)(O)OCCCC,-1.087,,,
1091,CCCC(C)O,-0.29,,,
1092,Cc1ccnc(C)c1,0.38,,,
1093,CC(C)NCC(COc1cccc2c1cc[nH]2)O,-3.85453,,,
1094,c1c(c(cc2c1NCNS2(=O)=O)S(=O)(=O)N)Cl,-2.6939,,,
1095,c1cc[nH]c1,-0.17,,,
1096,C(CC(=O)O)C(=O)O,-0.2,-0.170645968,,
1097,c1cc(c(c(c1)[N+](=O)[O-])C(=O)O)C(=O)O,-1.00776,,,
